001 The Alternative Rock Wedding Cocktail Hour,,,,
Never Too Much-Luther Vandross,Never Too Much,Luther Vandross,,
Kokomo-The Beach Boys,Kokomo,The Beach Boys,,
Raspberry Beret-Prince,Raspberry Beret,Prince,,
Don't You (Forget About Me)-Simple Minds,Don't You (Forget About Me),Simple Minds,,
Hold Me Now-Thompson Twins,Hold Me Now,Thompson Twins,,
"Promises, Promises-Naked Eyes","Promises, Promises",Naked Eyes,,
Nothing's Gonna Stop Us Now-Starship,Nothing's Gonna Stop Us Now,Starship,,
Karma Chameleon-Culture Club,Karma Chameleon,Culture Club,,
Everywhere-Fleetwood Mac,Everywhere,Fleetwood Mac,,
Private Eyes-Daryl Hall & John Oates,Private Eyes,Daryl Hall & John Oates,,
Escape (The Pina Colada Song)-Rupert Holmes,Escape (The Pina Colada Song),Rupert Holmes,,
Puttin' on the Ritz-Taco,Puttin' on the Ritz,Taco,,
Cars-Gary Numan,Cars,Gary Numan,,
Hearts-Marty Balin,Hearts,Marty Balin,,
Rosanna-Toto,Rosanna,Toto,,
Bette Davis Eyes-Kim Carnes,Bette Davis Eyes,Kim Carnes,,
Too Shy-Kajagoogoo,Too Shy,Kajagoogoo,,
Higher Love-Steve Winwood,Higher Love,Steve Winwood,,
Sussudio (2016 Remaster)-Phil Collins,Sussudio (2016 Remaster),Phil Collins,,
Head Over Heels-Tears For Fears,Head Over Heels,Tears For Fears,,
The Tide Is High (Remastered)-Blondie,The Tide Is High (Remastered),Blondie,,
I Can Dream About You-Dan Hartman,I Can Dream About You,Dan Hartman,,
Easy Lover-Philip Bailey,Easy Lover,Philip Bailey,,
What a Fool Believes-The Doobie Brothers,What a Fool Believes,The Doobie Brothers,,
I Can't Go for That (No Can Do)-Daryl Hall & John Oates,I Can't Go for That (No Can Do),Daryl Hall & John Oates,,
I Like It-DeBarge,I Like It,DeBarge,,
A Night to Remember (Single Version)-Shalamar,A Night to Remember (Single Version),Shalamar,,
Do You Really Want To Hurt Me-Culture Club,Do You Really Want To Hurt Me,Culture Club,,
Sledgehammer (2012 Remaster)-Peter Gabriel,Sledgehammer (2012 Remaster),Peter Gabriel,,
She Drives Me Crazy-Fine Young Cannibals,She Drives Me Crazy,Fine Young Cannibals,,
Valerie-Steve Winwood,Valerie,Steve Winwood,,
Tusk-Fleetwood Mac,Tusk,Fleetwood Mac,,
I'll Tumble 4 Ya-Culture Club,I'll Tumble 4 Ya,Culture Club,,
Everything She Wants-Wham!,Everything She Wants,Wham!,,
This Must Be the Place (Naive Melody) (2005 Remaster)-Talking Heads,This Must Be the Place (Naive Melody) (2005 Remaster),Talking Heads,,
Somebody's Baby-Jackson Browne,Somebody's Baby,Jackson Browne,,
Zoom-Fat Larry's Band,Zoom,Fat Larry's Band,,
Hey Nineteen-Steely Dan,Hey Nineteen,Steely Dan,,
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) (2016 Remaster)-Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) (2016 Remaster),Stevie Nicks,,
Who's Crying Now-Journey,Who's Crying Now,Journey,,
Believe It or Not (Theme from _Greatest American Hero_)-Joey Scarbury,Believe It or Not (Theme from _Greatest American Hero_),Joey Scarbury,,
Steppin' Out-Joe Jackson,Steppin' Out,Joe Jackson,,
Human Nature-Michael Jackson,Human Nature,Michael Jackson,,
Burning Down the House-Talking Heads,Burning Down the House,Talking Heads,,
Break My Stride-Matthew Wilder,Break My Stride,Matthew Wilder,,
Steal Away-Robbie Dupree,Steal Away,Robbie Dupree,,
Too Hot-Kool & The Gang,Too Hot,Kool & The Gang,,
(I Just) Died In Your Arms-Cutting Crew,(I Just) Died In Your Arms,Cutting Crew,,
Broken Wings-Mr. Mister,Broken Wings,Mr. Mister,,
,,,,
119 The Mood Lounge Extended Wedding Cocktail Hour,,,,
Sous le ciel de Paris-Daniel Colin,Sous le ciel de Paris,Daniel Colin,,
At the River-Groove Armada,At the River,Groove Armada,,
Tout est bleu-Bebel Gilberto,Tout est bleu,Bebel Gilberto,,
Love Is in the Air-Jeff Cascaro,Love Is in the Air,Jeff Cascaro,,
La Rumba D'el Jefe-Jesse Cook,La Rumba D'el Jefe,Jesse Cook,,
This Is What You Are-Mario Biondi and The High Five Quintet,This Is What You Are,Mario Biondi and The High Five Quintet,,
Let's Elope-Koop,Let's Elope,Koop,,
Queremos Paz-Gotan Project,Queremos Paz,Gotan Project,,
Sweet Happy Life-Peggy Lee,Sweet Happy Life,Peggy Lee,,
Koop Island Blues-Koop,Koop Island Blues,Koop,,
Tonight-Koop,Tonight,Koop,,
Keep You Kimi-Hird,Keep You Kimi,Hird,,
Maki Mannami - Lotus Sun-Nicola Conte,Maki Mannami,Lotus Sun-Nicola Conte,,
Dance Me To The End Of Love-Madeleine Peyroux,Dance Me To The End Of Love,Madeleine Peyroux,,
Sympathique-Pink Martini,Sympathique,Pink Martini,,
Ã‰poca-Gotan Project,Ã‰poca,Gotan Project,,
Heaven-Bitter_Sweet,Heaven,Bitter_Sweet,,
Bittersweet Faith-Bitter_Sweet,Bittersweet Faith,Bitter_Sweet,,
Our Remains-Bitter_Sweet,Our Remains,Bitter_Sweet,,
Addicted-Waldeck,Addicted,Waldeck,,
Hang on Little Tomato-Pink Martini,Hang on Little Tomato,Pink Martini,,
Dream A Little Dream-Pink Martini,Dream A Little Dream,Pink Martini,,
Foto Viva-Mo' Horizons,Foto Viva,Mo' Horizons,,
Yachts-Coco Steel and Lovebomb,Yachts,Coco Steel and Lovebomb,,
Les Etoiles-Melody Gardot,Les Etoiles,Melody Gardot,,
No Hay Problema-Pink Martini,No Hay Problema,Pink Martini,,
Samba Soul-Thomas Blondet,Samba Soul,Thomas Blondet,,
Wearing Out My Shoes-Club Des Belugas,Wearing Out My Shoes,Club Des Belugas,,
Good Bye (Na Na Na) (Feat. Bar10ders) (Trance Mix Extended)-Rob M.,Good Bye (Na Na Na) (Feat. Bar10ders) (Trance Mix Extended),Rob M.,,
I Love You My Hope-Hird,I Love You My Hope,Hird,,
Ay Jona-The Bahama Soul Club,Ay Jona,The Bahama Soul Club,,
Charade-Nicola Conte,Charade,Nicola Conte,,
C'est l'heure de l'apÃ©ro-Christine Tassan et les Imposteures,C'est l'heure de l'apÃ©ro,Christine Tassan et les Imposteures,,
La mauresque-Christine Tassan et les Imposteures,La mauresque,Christine Tassan et les Imposteures,,
Stiff Jazz-dZihan & Kamien,Stiff Jazz,dZihan & Kamien,,
,,,,
120 The Barn Vibes Wedding Cocktail Hour,,,,https://open.spotify.com/playlist/016LuCw4lRnyDG3HR1UuF1
Tennessee Whiskey-Chris Stapleton ,Tennessee Whiskey,Chris Stapleton,,
Angel from Montgomery-Bonnie Raitt ,Angel from Montgomery,Bonnie Raitt,,
You're Still The One-Teddy Swims ,You're Still The One,Teddy Swims,,
Wagon Wheel-Old Crow Medicine Show ,Wagon Wheel,Old Crow Medicine Show,,
Lady May-Tyler Childers ,Lady May,Tyler Childers,,
Something in the Orange-Zach Bryan ,Something in the Orange,Zach Bryan,,
Stand By Your Man-Tammy Wynette ,Stand By Your Man,Tammy Wynette,,
Landslide-The Chicks ,Landslide,The Chicks,,
I Walk the Line-Johnny Cash ,I Walk the Line,Johnny Cash,,
Millionaire-Chris Stapleton ,Millionaire,Chris Stapleton,,
Where Rainbows Never Die-The SteelDrivers ,Where Rainbows Never Die,The SteelDrivers,,
Tupelo Honey-Van Morrison ,Tupelo Honey,Van Morrison,,
Chicken Fried-Zac Brown Band ,Chicken Fried,Zac Brown Band,,
Stuck In The Middle With You-Stealers Wheel ,Stuck In The Middle With You,Stealers Wheel,,
Amie-Pure Prairie League ,Amie,Pure Prairie League,,
Soulshine-The Allman Brothers Band ,Soulshine,The Allman Brothers Band,,
Peaceful Easy Feeling-Eagles ,Peaceful Easy Feeling,Eagles,,
,,,,
121 The Saint Nick Germain Wedding Cocktail Hour,,,,
Merry Christmas Darling-Carpenters ,Merry Christmas Darling,Carpenters,,
The Christmas Song (Merry Christmas To You)-Nat King Cole ,The Christmas Song (Merry Christmas To You),Nat King Cole,,
Santa Claus Is Coming To Town-Bill Evans ,Santa Claus Is Coming To Town,Bill Evans,,
Skating-Vince Guaraldi Trio ,Skating,Vince Guaraldi Trio,,
Here Comes Santa Claus-Ramsey Lewis ,Here Comes Santa Claus,Ramsey Lewis,,
"God Rest Ye Merry, Gentlemen-Oscar Peterson ","God Rest Ye Merry, Gentlemen",Oscar Peterson,,
Merry Christmas Baby-Natalie Cole ,Merry Christmas Baby,Natalie Cole,,
A Marshmallow World-Dean Martin ,A Marshmallow World,Dean Martin,,
Sleigh Ride_Santa Claus' Party-Ferrante & Teicher ,Sleigh Ride_Santa Claus' Party,Ferrante & Teicher,,
Happy Holiday (Beef Wellington Remix)-Bing Crosby ,Happy Holiday (Beef Wellington Remix),Bing Crosby,,
I've Got My Love to Keep Me Warm (STUHR Remix)-Kay Starr ,I've Got My Love to Keep Me Warm (STUHR Remix),Kay Starr,,
Merry Christmas All-The Salsoul Orchestra ,Merry Christmas All,The Salsoul Orchestra,,
Jingle Bells-Herb Alpert & The Tijuana Brass ,Jingle Bells,Herb Alpert & The Tijuana Brass,,
Chilly Winds Don't Blow (Fink Remix)-Nina Simone ,Chilly Winds Don't Blow (Fink Remix),Nina Simone,,
Winter Wonderland (Vocal Mix)-Madison Park ,Winter Wonderland (Vocal Mix),Madison Park,,
Still Still Still-Kaskade ,Still Still Still,Kaskade,,
Songbirds (Mass Digital Remix)-Deeparture ,Songbirds (Mass Digital Remix),Deeparture,,
The Nutcracker Suite (Baz Kuts Breaks Mix)-Berlin Symphony Orchestra ,The Nutcracker Suite (Baz Kuts Breaks Mix),Berlin Symphony Orchestra,,
Christmas In Hollis-Run DMC ,Christmas In Hollis,Run DMC,,
Last Christmas-Wham! ,Last Christmas,Wham!,,
Driving Home for Christmas-Chris Rea ,Driving Home for Christmas,Chris Rea,,
,,,,
122 The “Nice and Easy” Wedding Cocktail Hour (Volume 2),,,,
Quiet Moments-Lonnie Liston Smith ,Quiet Moments,Lonnie Liston Smith,,
Breezin'-George Benson ,Breezin',George Benson,,
Lovely Day-Bill Withers ,Lovely Day,Bill Withers,,
Summer Wind-Frank Sinatra ,Summer Wind,Frank Sinatra,,
Ain't That A Kick In The Head-Dean Martin ,Ain't That A Kick In The Head,Dean Martin,,
Dance Me To The End Of Love-Madeleine Peyroux ,Dance Me To The End Of Love,Madeleine Peyroux,,
Call Me Irresponsible-Michael BublÃ© ,Call Me Irresponsible,Michael BublÃ©,,
Bring It On Home to Me-Sam Cooke ,Bring It On Home to Me,Sam Cooke,,
Just One Look-Doris Troy ,Just One Look,Doris Troy,,
What You Won't Do For Love-Bobby Caldwell ,What You Won't Do For Love,Bobby Caldwell,,
Just the Way You Are-Billy Joel ,Just the Way You Are,Billy Joel,,
L-O-V-E-Nat King Cole ,L,O-V-E-Nat King Cole,,
Let's Stay Together-Al Green ,Let's Stay Together,Al Green,,
For Once In My Life-Stevie Wonder ,For Once In My Life,Stevie Wonder,,
You Are the Best Thing-Ray Lamontagne ,You Are the Best Thing,Ray Lamontagne,,
Soulful Strut-The Young-Holt Unlimited ,Soulful Strut,The Young-Holt Unlimited,,
Moondance-Van Morrison ,Moondance,Van Morrison,,
You Make My Dreams (Come True)-Daryl Hall & John Oates ,You Make My Dreams (Come True),Daryl Hall & John Oates,,
Your Smiling Face-James Taylor ,Your Smiling Face,James Taylor,,
We Have All The Time In The World-Louis Armstrong ,We Have All The Time In The World,Louis Armstrong,,
Where Are We Going-Donald Byrd ,Where Are We Going,Donald Byrd,,
,,,,
123 The Saint Germain Wedding Cocktail Hour,,,,
 The End- Llorca ,The End,Llorca,,
 Sure Thing- St Germain ,Sure Thing,St Germain,,
" Girl, Forever- Satin Jackets ","Girl, Forever",Satin Jackets,,
 Don't Matter- Cherokee ,Don't Matter,Cherokee,,
 Diferente- Gotan Project ,Diferente,Gotan Project,,
 I've Seen That Face Before (Libertango)- Grace Jones ,I've Seen That Face Before (Libertango),Grace Jones,,
 Hola- Junior Jack ,Hola,Junior Jack,,
 I Want Your Love (Dimitri from Paris Remix)- CHIC ,I Want Your Love (Dimitri from Paris Remix),CHIC,,
 The Man With The Red Face- Laurent Garnier ,The Man With The Red Face,Laurent Garnier,,
 Rose rouge- St Germain ,Rose rouge,St Germain,,
 Sittin' Here- St Germain ,Sittin' Here,St Germain,,
 MuyÃ¨ (Black Coffee Remix)- Black Coffee ,MuyÃ¨ (Black Coffee Remix),Black Coffee,,
 Palladium- Fred Falke ,Palladium,Fred Falke,,
 Dancer- Gino Soccio ,Dancer,Gino Soccio,,
 Waltz for Koop- Koop ,Waltz for Koop,Koop,,
 Heartbreaker- Crazy P ,Heartbreaker,Crazy P,,
,,,,
124 The Nu-Disco Wedding Cocktail Hour,,,,
 Fire for You- Cannons ,Fire for You,Cannons,,
 Fade Out Lines- The Avener ,Fade Out Lines,The Avener,,
 Hallucinate (Tensnake Remix)- Dua Lipa ,Hallucinate (Tensnake Remix),Dua Lipa,,
 More Than A Woman (SG's Paradise Edit)- Bee Gees ,More Than A Woman (SG's Paradise Edit),Bee Gees,,
 I Feel Love- Sam Smith ,I Feel Love,Sam Smith,,
 Slicker Than Your Average- Discotron ,Slicker Than Your Average,Discotron,,
 Rollin- Calvin Harris ,Rollin,Calvin Harris,,
 Higher Love- Kygo ,Higher Love,Kygo,,
 Sugar- Moon Boots ,Sugar,Moon Boots,,
 Hypnotized- Purple Disco Machine ,Hypnotized,Purple Disco Machine,,
 Cold Heart (PNAU Remix)- Elton John ,Cold Heart (PNAU Remix),Elton John,,
 Just Like You- Satin Jackets ,Just Like You,Satin Jackets,,
 Deep Inside- Cloak Dagger ,Deep Inside,Cloak Dagger,,
 Wonderful- Chris Malinchak ,Wonderful,Chris Malinchak,,
 Feral Youth- Gigamesh ,Feral Youth,Gigamesh,,
 Expressing What Matters- Disclosure ,Expressing What Matters,Disclosure,,
 Feed The Fire- SG Lewis ,Feed The Fire,SG Lewis,,
,,,,
125 The Indie Wedding Cocktail Hour,,,,
 Somewhere Only We Know- Keane ,Somewhere Only We Know,Keane,,
 Riptide- Vance Joy ,Riptide,Vance Joy,,
 Cape Cod Kwassa Kwassa- Vampire Weekend ,Cape Cod Kwassa Kwassa,Vampire Weekend,,
 Young Folks- Peter Bjorn And John ,Young Folks,Peter Bjorn And John,,
 Soul Brother- Golf Trip ,Soul Brother,Golf Trip,,
 Time (You and I)- Khruangbin ,Time (You and I),Khruangbin,,
 Severed- The Decemberists ,Severed,The Decemberists,,
 Texas Sun- Khruangbin ,Texas Sun,Khruangbin,,
 Chicago- Sufjan Stevens ,Chicago,Sufjan Stevens,,
 Where It's At- Beck ,Where It's At,Beck,,
 M79- Vampire Weekend ,M79,Vampire Weekend,,
 Say It Ain't So- Weezer ,Say It Ain't So,Weezer,,
 Electric Feel- MGMT ,Electric Feel,MGMT,,
 Walking On A Dream- Empire Of The Sun ,Walking On A Dream,Empire Of The Sun,,
 Inspector Norse- Todd Terje ,Inspector Norse,Todd Terje,,
 I Follow Rivers (The Magician Remix)- Lykke Li ,I Follow Rivers (The Magician Remix),Lykke Li,,
 All My Friends- LCD Soundsystem ,All My Friends,LCD Soundsystem,,
,,,,
126 The Exotic East Wedding Cocktail Hour,,,,
 Talisman- Faylasuf ,Talisman,Faylasuf,https://www.youtube.com/watch?v=JVkTYsnBuSQ,
 Bamako- Youssou N'Dour ,Bamako,Youssou N'Dour,https://www.youtube.com/watch?v=zJME2dFeMkk,
 Por Ti- Houssem Amari ,Por Ti,Houssem Amari,https://www.youtube.com/watch?v=DgZX658SGPY,
 Marrakesh- DJ SK (MA) ,Marrakesh,DJ SK (MA),https://www.youtube.com/watch?v=rn8wXsRaxgM,
 The Lantern- Beats Antique ,The Lantern,Beats Antique,https://www.youtube.com/watch?v=xuXbIVR-Rts,
 Maghreb (Original Mix)- Bernstein (CH) ,Maghreb (Original Mix),Bernstein (CH),https://www.youtube.com/watch?v=vUlavhqhUd8,
 Ugate Sooraj- Jota Karloza ,Ugate Sooraj,Jota Karloza,https://www.youtube.com/watch?v=LtXZeyTvd7k,
 Lebanese Blonde- Thievery Corporation ,Lebanese Blonde,Thievery Corporation,https://www.youtube.com/watch?v=1t7W6NtTKAw,
 Ana Mesh Naguib Sawiris- Mohamed Kammah ,Ana Mesh Naguib Sawiris,Mohamed Kammah,https://www.youtube.com/watch?v=cXNrylM3b5E,
 Katarajama- Red Buddha ,Katarajama,Red Buddha,https://www.youtube.com/watch?v=_K9brDCbEl4,
 Khalghi Stomp- Nick White ,Khalghi Stomp,Nick White,https://www.youtube.com/watch?v=aINBt0HSfyk,
 Cameldriver- Bahramji ,Cameldriver,Bahramji,https://www.youtube.com/watch?v=nac1fmDluRk,
 Plastic Love- Mariya Takeuchi ,Plastic Love,Mariya Takeuchi,https://www.youtube.com/watch?v=T_lC2O1oIew,
 Midnight Pretenders- Tomoko Aran ,Midnight Pretenders,Tomoko Aran,https://www.youtube.com/watch?v=KZyS-ms6-RA,
 à¹€à¸˜à¸­à¸—à¸±à¹‰à¸‡à¸™à¸±à¹‰à¸™- Groove Riders ,à¹€à¸˜à¸­à¸—à¸±à¹‰à¸‡à¸™à¸±à¹‰à¸™,Groove Riders,No video found,
,,,,
127 The Beach Breeze Wedding Cocktail Hour,,,,
 In the Summertime- Mungo Jerry ,In the Summertime,Mungo Jerry,,
 Oh Carolina- Shaggy ,Oh Carolina,Shaggy,,
 Under The Boardwalk- John Mellencamp ,Under The Boardwalk,John Mellencamp,,
 Escape (The Pina Colada Song)- Rupert Holmes ,Escape (The Pina Colada Song),Rupert Holmes,,
 Sweet Pea- Amos Lee ,Sweet Pea,Amos Lee,,
 Banana Pancakes- Jack Johnson ,Banana Pancakes,Jack Johnson,,
 Kokomo- The Beach Boys ,Kokomo,The Beach Boys,,
 Margaritaville- Jimmy Buffett ,Margaritaville,Jimmy Buffett,,
" Baby, I Love Your Way- Big Mountain ","Baby, I Love Your Way",Big Mountain,,
 Bring Me Your Cup- UB40 ,Bring Me Your Cup,UB40,,
 Island Song- Zac Brown Band ,Island Song,Zac Brown Band,,
 Is This Love- Bob Marley & The Wailers ,Is This Love,Bob Marley & The Wailers,,
 You Can Get It If You Really Want- Jimmy Cliff ,You Can Get It If You Really Want,Jimmy Cliff,,
 Brown Eyed Girl- Van Morrison ,Brown Eyed Girl,Van Morrison,,
 Little Bitty Pretty One- Thurston Harris ,Little Bitty Pretty One,Thurston Harris,,
 Bam Bam- Sister Nancy ,Bam Bam,Sister Nancy,,
 Something Good- Juan Luis Guerra 4.40 ,Something Good,Juan Luis Guerra 4.40,,
,,,,
128 The Spanish Expressions Wedding Cocktail Hour,,,,
 Chan Chan- Buena Vista Social Club ,Chan Chan,Buena Vista Social Club,,
 Amor verdadero- Afro Cuban All Stars ,Amor verdadero,Afro Cuban All Stars,,
 Que Bueno Baila Usted- Oscar D'LeÃ³n ,Que Bueno Baila Usted,Oscar D'LeÃ³n,,
 Guantanamera- Celia Cruz ,Guantanamera,Celia Cruz,,
 Oye Como Va- Tito Puente ,Oye Como Va,Tito Puente,,
 La Gota Fria- Carlos Vives ,La Gota Fria,Carlos Vives,,
 El Cuarto de Tula- Buena Vista Social Club ,El Cuarto de Tula,Buena Vista Social Club,,
 Cumbia Sobre El Mar- Quantic ,Cumbia Sobre El Mar,Quantic,,
 Havana- Camila Cabello ,Havana,Camila Cabello,,
 Tuyo (Narcos Theme)- Rodrigo Amarante ,Tuyo (Narcos Theme),Rodrigo Amarante,,
 Andalusian Nights- GOVI ,Andalusian Nights,GOVI,,
 Al alba- JosÃ© MercÃ© ,Al alba,JosÃ© MercÃ©,,
 Aunque Es De Noche- ROSALÃA ,Aunque Es De Noche,ROSALÃA,,
 Ale' Sofi- Cloak Dagger ,Ale' Sofi,Cloak Dagger,,
 Santa Maria (Del Buen Ayre)- Gotan Project ,Santa Maria (Del Buen Ayre),Gotan Project,,
 Panama- The Avener ,Panama,The Avener,,
,,,,
129 The Miami Vice Memories Wedding Cocktail Hour,,,,
 Miami Vice Theme- Jan Hammer ,Miami Vice Theme,Jan Hammer,,
 You Belong To The City- Glenn Frey ,You Belong To The City,Glenn Frey,,
 Broken Wings- Mr. Mister ,Broken Wings,Mr. Mister,,
 Sympathy For The Devil- The Rolling Stones ,Sympathy For The Devil,The Rolling Stones,,
 Cocaine- Eric Clapton ,Cocaine,Eric Clapton,,
 Walk On the Wild Side- Lou Reed ,Walk On the Wild Side,Lou Reed,,
 You Wear It Well- DeBarge ,You Wear It Well,DeBarge,,
 Jump (For My Love)- The Pointer Sisters ,Jump (For My Love),The Pointer Sisters,,
 The Glamorous Life- Sheila E. ,The Glamorous Life,Sheila E.,,
 White Lines (Don't Don't Do It)- Grandmaster Flash ,White Lines (Don't Don't Do It),Grandmaster Flash,,
 Sledgehammer- Peter Gabriel ,Sledgehammer,Peter Gabriel,,
 What You Need- INXS ,What You Need,INXS,,
 Conga- Gloria Estefan ,Conga,Gloria Estefan,,
 Cuba- Gibson Brothers ,Cuba,Gibson Brothers,,
 Push It- Rick Ross ,Push It,Rick Ross,,
 Miami- Oscar G ,Miami,Oscar G,,
 In The Air Tonight- Phil Collins ,In The Air Tonight,Phil Collins,,
,,,,
130 The Deep Space Cocktail Hour Wedding Cocktail Hour,,,,
 Milky Way- Lemonah ,Milky Way,Lemonah,,
 Space Oddity- David Bowie ,Space Oddity,David Bowie,,
" Rocket Man (I Think It's Going To Be A Long, Long Time)- Elton John ","Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,,
 Under the Milky Way- The Church ,Under the Milky Way,The Church,,
 The Scientist- Coldplay ,The Scientist,Coldplay,,
 Vincent- Don McLean ,Vincent,Don McLean,,
Angelic Voices- B-Tribe,Angelic Voices,B-Tribe,,
 Rachel's Song- Vangelis ,Rachel's Song,Vangelis,,
 Space Maker- Air ,Space Maker,Air,,
 Satellite Serenade (Trans Asian Express Mix)- Keiichi Suzuki ,Satellite Serenade (Trans Asian Express Mix),Keiichi Suzuki,,
 Landing Boots- Shiftee ,Landing Boots,Shiftee,,
 Spacelab- Kraftwerk ,Spacelab,Kraftwerk,,
 Walking On The Moon- The Police ,Walking On The Moon,The Police,,
 2001:  A Space Odyssey- Boston Pops Orchestra ,2001: A Space Odyssey,Boston Pops Orchestra,,
" The Planets, Op. 32 _ Holst_ The Planets, Op. 32 - 1. Mars, the Bringer of War- Los Angeles Philharmonic ","The Planets, Op. 32 _ Holst_ The Planets, Op. 32","1. Mars, the Bringer of War- Los Angeles Philharmonic",,
 The Throne Room and End Title- John Williams ,The Throne Room and End Title,John Williams,,
 Exploration Of Space- Cosmic Gate ,Exploration Of Space,Cosmic Gate,,
 An Ending (Ascent)- Brian Eno ,An Ending (Ascent),Brian Eno,,
 12:18- Global Communication ,12:18,Global Communication,,
,,,,
131 The Afterparty Mood Lounge Wedding Cocktail Hour,,,,
 Cherish the Day- Sade ,Cherish the Day,Sade,,
 I Can't Make You Love Me- Bonnie Raitt ,I Can't Make You Love Me,Bonnie Raitt,,
 Why- Annie Lennox ,Why,Annie Lennox,,
 Nothing Compares 2 U- SinÃ©ad O'Connor ,Nothing Compares 2 U,SinÃ©ad O'Connor,,
 Inner City Blues (Make Me Wanna Holler)- Marvin Gaye ,Inner City Blues (Make Me Wanna Holler),Marvin Gaye,,
 Waiting In Vain- Bob Marley & The Wailers ,Waiting In Vain,Bob Marley & The Wailers,,
 Exhale (Shoop Shoop)- Whitney Houston ,Exhale (Shoop Shoop),Whitney Houston,,
 Damn I Wish I Was Your Lover- Sophie B. Hawkins ,Damn I Wish I Was Your Lover,Sophie B. Hawkins,,
 Make It Real- The Jets ,Make It Real,The Jets,,
 Father Figure- George Michael ,Father Figure,George Michael,,
 Take a Bow- Madonna ,Take a Bow,Madonna,,
 That's The Way Love Goes- Janet Jackson ,That's The Way Love Goes,Janet Jackson,,
 Wishing Well- Sananda Maitreya ,Wishing Well,Sananda Maitreya,,
 Drive- The Cars ,Drive,The Cars,,
 How Soon Is Now?- The Smiths ,How Soon Is Now?,The Smiths,,
 Come Undone- Duran Duran ,Come Undone,Duran Duran,,
,,,,
132 The 80s Mood Lounge Wedding Cocktail Hour,,,,
 You Got It All- The Jets ,You Got It All,The Jets,,
 Crazy for You- Madonna ,Crazy for You,Madonna,,
 Do You Really Want To Hurt Me- Culture Club ,Do You Really Want To Hurt Me,Culture Club,,
 The Promise- When In Rome ,The Promise,When In Rome,,
 Take My Breath Away- Berlin ,Take My Breath Away,Berlin,,
 Too Shy- Kajagoogoo ,Too Shy,Kajagoogoo,,
 West End Girls- Pet Shop Boys ,West End Girls,Pet Shop Boys,,
 Bangkok (One Night In Bangkok)- Murray Head ,Bangkok (One Night In Bangkok),Murray Head,,
 True- Spandau Ballet ,True,Spandau Ballet,,
 If You Leave- Orchestral Manoeuvres In The Dark ,If You Leave,Orchestral Manoeuvres In The Dark,,
 Method of Modern Love- Daryl Hall & John Oates ,Method of Modern Love,Daryl Hall & John Oates,,
 Rosanna- Toto ,Rosanna,Toto,,
 Wrapped Around Your Finger- The Police ,Wrapped Around Your Finger,The Police,,
 Holding Back the Years- Simply Red ,Holding Back the Years,Simply Red,,
 Running Up That Hill (A Deal With God)- Kate Bush ,Running Up That Hill (A Deal With God),Kate Bush,,
 Sara- Starship ,Sara,Starship,,
 Everybody Wants To Rule The World- Tears For Fears ,Everybody Wants To Rule The World,Tears For Fears,,
 Hold Me Now- Thompson Twins ,Hold Me Now,Thompson Twins,,
,,,,
133 The Musical Bazaar Wedding Cocktail Hour,,,,
 Talisman- Faylasuf ,Talisman,Faylasuf,,
 Bamako- Youssou N'Dour ,Bamako,Youssou N'Dour,,
 Por Ti- Houssem Amari ,Por Ti,Houssem Amari,,
 Marrakesh- DJ SK (MA) ,Marrakesh,DJ SK (MA),,
 Fanaa- The Spy From Cairo ,Fanaa,The Spy From Cairo,,
 The Lantern- Beats Antique ,The Lantern,Beats Antique,,
 Tarana (Thievery Corporation Remix)- Ustad Sultan Khan and Thievery Corporation ,Tarana (Thievery Corporation Remix),Ustad Sultan Khan and Thievery Corporation,,
 Night Wish- Soft Deep ,Night Wish,Soft Deep,,
 Cameldriver- Bahramji ,Cameldriver,Bahramji,,
 Maghreb (Original Mix)- Bernstein (CH) ,Maghreb (Original Mix),Bernstein (CH),,
 Lebanese Blonde- Thievery Corporation ,Lebanese Blonde,Thievery Corporation,,
 Ana Mesh Naguib Sawiris- Mohamed Kammah ,Ana Mesh Naguib Sawiris,Mohamed Kammah,,
 Katarajama- Red Buddha ,Katarajama,Red Buddha,,
 Khalghi Stomp- Nick White ,Khalghi Stomp,Nick White,,
 Plastic Love- Mariya Takeuchi ,Plastic Love,Mariya Takeuchi,,
 Midnight Pretenders- Tomoko Aran ,Midnight Pretenders,Tomoko Aran,,
 à¸«à¸¢à¸¸à¸”- Groove Riders ,à¸«à¸¢à¸¸à¸”,Groove Riders,,
,,,,
134 The Taylor Swift Wedding Cocktail Hour,,,,
I'm Only Me When I'm With You- Taylor Swift ,I'm Only Me When I'm With You,Taylor Swift,,
Mary's Song (Oh My My My)- Taylor Swift ,Mary's Song (Oh My My My),Taylor Swift,,
Fearless (Taylor's Version)- Taylor Swift ,Fearless (Taylor's Version),Taylor Swift,,
Today Was A Fairytale (Taylor's Version)- Taylor Swift ,Today Was A Fairytale (Taylor's Version),Taylor Swift,,
Sparks Fly (Taylor's Version)- Taylor Swift ,Sparks Fly (Taylor's Version),Taylor Swift,,
Enchanted (Taylor's Version)- Taylor Swift ,Enchanted (Taylor's Version),Taylor Swift,,
Electric Touch (Taylor's Version)- Taylor Swift ,Electric Touch (Taylor's Version),Taylor Swift,,
